,simple_polytope,p3,temperature(p3),p3_odd,p4,temperature(p4),p4_odd,p5,temperature(p5),p5_odd,p6,temperature(p6),p6_odd,p7,temperature(p7),sum(pk_for_k>7),n,independence_number,second_largest_adjacency_eigenvalue,matching_number,claw_free,avg(temperature),max(temperature),|p3 - p6|,|p4 - p6|,|p5 - p6|,|p6 - p7|,rad,diam,max(pk),fullerene,p3>0,p4>0,p5>0,p6>0,p3>p4,p4>p5,p5>p6,p6>p7,sum(pk_for_k>7)>(p3+p4+p5+p6+p7),sum(pk_for_k>7)<(p3+p4+p5+p6+p7),perfect_matching,p3<p4,p4<p5,p5<p6,p6<p7
0,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.8196347028160584,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,9,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
1,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7508164037243152,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
2,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7125759994452334,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
3,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,16,2.6574123901045184,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
4,True,6,1.2,False,0,0.0,False,0,0.0,False,2,0.2222222222222222,False,0,0.0,3.0,18,6,2.5615528128088303,9,True,0.299537037037037,1.2,4,2,2,2,4,5,6,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False
5,True,0,0.0,False,8,1.1428571428571428,False,3,0.25,True,1,0.07142857142857142,True,2,0.15384615384615385,1.0,26,12,2.682906379113722,13,False,0.18772893772893773,1.1428571428571428,1,7,2,1,4,6,8,False,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True
6,True,2,0.3333333333333333,False,3,0.6,True,1,0.14285714285714285,True,1,0.14285714285714285,True,1,0.14285714285714285,0.0,12,5,2.3716737420302088,6,False,0.27238095238095233,0.6,1,2,0,0,3,4,3,False,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False
7,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.890721959335372,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,7,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
8,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8950126964769036,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
9,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,31,2.890456167048267,37,False,0.4551079274763485,3.875,0,0,31,2,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
10,True,0,0.0,False,52,26.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,104,52,2.9854177481961113,52,False,0.5207692307692308,26.0,0,52,0,0,27,27,52,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
11,True,0,0.0,False,46,23.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,92,46,2.9813718920726644,46,False,0.5237154150197628,23.0,0,46,0,0,24,24,46,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
12,True,0,0.0,False,47,23.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,94,46,2.9821549763095603,47,False,0.5231678486997636,23.5,0,47,0,0,24,24,47,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
13,True,0,0.0,False,4,0.5,False,6,1.0,False,1,0.09090909090909091,True,0,0.0,1.0,20,9,2.5991400121416164,10,False,0.2803030303030303,1.0,1,3,5,1,4,6,6,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False
14,True,0,0.0,False,53,26.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,106,52,2.985962192027035,53,False,0.5203477617462079,26.5,0,53,0,0,27,27,53,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
15,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.8872809897760225,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
16,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.8640265218166654,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
17,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.892502004166548,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,7,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
18,True,2,0.3333333333333333,False,4,1.0,False,0,0.0,False,0,0.0,False,2,0.3333333333333333,0.0,12,5,2.342923082777172,6,False,0.3333333333333333,1.0,2,4,0,2,3,4,4,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True
19,True,0,0.0,False,7,1.0,True,3,0.2727272727272727,True,2,0.16666666666666666,False,1,0.07692307692307693,1.0,24,11,2.631270259209245,12,False,0.19915501165501165,1.0,2,5,1,1,4,6,7,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False
20,True,0,0.0,False,6,0.75,False,0,0.0,False,8,1.3333333333333333,False,0,0.0,0.0,24,12,2.4142135623730976,12,False,0.5208333333333333,1.3333333333333333,8,2,8,8,6,6,8,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False
21,True,0,0.0,False,0,0.0,False,12,1.7142857142857142,False,7,0.5833333333333334,True,0,0.0,0.0,34,15,2.612956173839262,17,False,0.5744047619047619,1.7142857142857142,7,7,5,7,5,6,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
22,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7136405307202995,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
23,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7489092869339915,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
24,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7671204177618964,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
25,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7226832140132102,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
26,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.8069476621141303,25,False,0.5125,1.25,15,15,3,15,7,9,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
27,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6822379524927986,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
28,True,0,0.0,False,0,0.0,False,12,1.7142857142857142,False,7,0.5833333333333334,True,0,0.0,0.0,34,14,2.675707218364572,17,False,0.5744047619047619,1.7142857142857142,7,7,5,7,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
29,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,20,2.712552327560216,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
30,True,3,0.6,True,1,0.14285714285714285,True,2,0.3333333333333333,False,1,0.14285714285714285,True,1,0.14285714285714285,0.0,12,5,2.27059743540845,6,False,0.27238095238095233,0.6,2,0,1,0,3,4,3,False,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
31,True,0,0.0,False,0,0.0,False,12,6.0,False,2,0.16666666666666666,False,0,0.0,0.0,24,9,2.4309078368330685,12,False,1.5416666666666667,6.0,2,2,10,2,5,5,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
32,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.886906667135064,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
33,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.9054788133910403,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
34,True,0,0.0,False,45,22.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,90,44,2.9805361374831474,45,False,0.5242894056847546,22.5,0,45,0,0,23,23,45,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
35,True,0,0.0,False,51,25.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,102,50,2.984841019343881,51,False,0.5212084833933573,25.5,0,51,0,0,26,26,51,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
36,True,0,0.0,False,39,19.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,78,38,2.974100525275833,39,False,0.5284130284130284,19.5,0,39,0,0,20,20,39,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
37,True,0,0.0,False,38,19.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,76,38,2.972722606805447,38,False,0.5292397660818714,19.0,0,38,0,0,20,20,38,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
38,True,0,0.0,False,50,25.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,100,50,2.9842294026289595,50,False,0.5216666666666666,25.0,0,50,0,0,26,26,50,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
39,True,1,0.025,True,24,1.411764705882353,False,6,0.17142857142857143,False,3,0.07894736842105263,True,0,0.0,7.0,78,35,2.931426890897891,39,False,0.06678697794907437,1.411764705882353,2,21,3,3,8,13,24,False,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False
40,True,0,0.0,False,44,22.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,88,44,2.9796428837618714,44,False,0.524891774891775,22.0,0,44,0,0,23,23,44,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
41,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.9085625889164817,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
42,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8909421713709036,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
43,True,3,0.75,True,0,0.0,False,3,0.75,True,1,0.16666666666666666,True,0,0.0,0.0,10,4,1.879385241571819,5,False,0.4166666666666667,0.75,2,1,2,1,2,3,3,False,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False
44,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.688272704177446,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
45,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.722888588240258,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
46,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6774433045485306,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
47,True,0,0.0,False,0,0.0,False,12,0.5454545454545454,False,22,1.8333333333333333,False,0,0.0,0.0,64,28,2.865944958160362,32,False,0.5946969696969697,1.8333333333333333,22,22,10,22,7,10,22,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
48,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7200063554382496,22,False,0.5,1.0,12,12,0,12,7,7,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
49,True,0,0.0,False,0,0.0,False,12,1.7142857142857142,False,7,0.5833333333333334,True,0,0.0,0.0,34,14,2.6235496086149612,17,False,0.5744047619047619,1.7142857142857142,7,7,5,7,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
50,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7492495803287813,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
51,True,0,0.0,False,0,0.0,False,12,0.7058823529411765,False,17,1.4166666666666667,True,0,0.0,0.0,54,24,2.7962228223396925,27,False,0.5306372549019608,1.4166666666666667,17,17,5,17,7,9,17,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
52,True,2,0.6666666666666666,False,3,1.5,True,0,0.0,False,0,0.0,False,0,0.0,0.0,6,2,1.0000000000000002,3,True,1.0833333333333333,1.5,2,3,0,0,2,2,3,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False
53,True,0,0.0,False,17,8.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,34,16,2.8649444588087163,17,False,0.5745098039215686,8.5,0,17,0,0,9,9,17,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
54,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.7137764464520755,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
55,True,0,0.0,False,0,0.0,False,12,3.0,False,4,0.3333333333333333,False,0,0.0,0.0,28,11,2.565682294796815,14,False,0.8333333333333334,3.0,4,4,8,4,5,6,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
56,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.8874854854920318,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,7,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
57,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,2,0.05405405405405406,7.0,74,31,2.881068187594416,37,False,0.4494401698349067,3.3333333333333335,0,0,30,2,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
58,True,0,0.0,False,28,14.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,56,28,2.9498558243636452,28,False,0.5412087912087912,14.0,0,28,0,0,15,15,28,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
59,True,0,0.0,False,40,20.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,80,40,2.9753766811902795,40,False,0.5276315789473685,20.0,0,40,0,0,21,21,40,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
60,True,0,0.0,False,54,27.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,108,54,2.9864767154838954,54,False,0.51994301994302,27.0,0,54,0,0,28,28,54,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
61,True,0,0.0,False,55,27.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,110,54,2.9869634706971095,55,False,0.5195540308747856,27.5,0,55,0,0,28,28,55,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
62,True,0,0.0,False,41,20.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,82,40,2.9765608475607,41,False,0.5268918073796122,20.5,0,41,0,0,21,21,41,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
63,True,0,0.0,False,29,14.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,58,28,2.953241111420174,29,False,0.5395913154533845,14.5,0,29,0,0,15,15,29,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
64,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.877483445280441,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
65,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.898467763726361,37,False,0.341577903091061,3.875,0,0,31,3,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
66,True,0,0.0,False,0,0.0,False,12,2.4,False,5,0.4166666666666667,True,0,0.0,0.0,30,13,2.5441747612891703,15,False,0.7041666666666666,2.4,5,5,7,5,5,6,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
67,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.7097053561652222,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
68,True,0,0.0,False,16,8.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,32,16,2.8477590650225806,16,False,0.5803571428571429,8.0,0,16,0,0,9,9,16,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
69,True,4,,False,0,0.0,False,0,0.0,False,0,0.0,False,0,0.0,0.0,4,1,-0.9999999999999998,2,True,,,4,0,0,0,1,1,4,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
70,True,0,0.0,False,0,0.0,False,12,0.6666666666666666,False,18,1.5,False,0,0.0,0.0,56,25,2.813488541526774,28,False,0.5416666666666666,1.5,18,18,6,18,7,9,18,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
71,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.74741129434973,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
72,True,0,0.0,False,0,0.0,False,12,1.7142857142857142,False,7,0.5833333333333334,True,0,0.0,0.0,34,14,2.6358262500429075,17,False,0.5744047619047619,1.7142857142857142,7,7,5,7,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
73,True,0,0.0,False,0,0.0,False,12,0.6,False,20,1.6666666666666667,False,0,0.0,0.0,60,26,2.842131303770431,30,False,0.5666666666666667,1.6666666666666667,20,20,8,20,7,10,20,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
74,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7533920702530077,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
75,True,0,0.0,False,6,,False,0,0.0,False,0,0.0,False,0,0.0,0.0,8,4,0.9999999999999998,4,False,,,0,6,0,0,3,3,6,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
76,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6635772178720742,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
77,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.711774309603146,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
78,True,0,0.0,False,12,6.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,24,12,2.73205080756888,12,False,0.6166666666666667,6.0,0,12,0,0,7,7,12,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
79,True,0,0.0,False,0,0.0,False,12,3.0,False,4,0.3333333333333333,False,0,0.0,0.0,28,12,2.4728339089952582,14,False,0.8333333333333334,3.0,4,4,8,4,5,6,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
80,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8816172123206862,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
81,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8607668672556583,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
82,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8878603162868384,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
83,True,0,0.0,False,57,28.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,114,56,2.9878613546358976,57,False,0.5188197767145136,28.5,0,57,0,0,29,29,57,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
84,True,0,0.0,False,43,21.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,86,42,2.97868673615023,43,False,0.5255246738513897,21.5,0,43,0,0,22,22,43,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
85,True,0,0.0,False,42,21.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,84,42,2.977661652450256,42,False,0.5261904761904762,21.0,0,42,0,0,22,22,42,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
86,True,0,0.0,False,56,28.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,112,56,2.9874244197864903,56,False,0.5191798941798942,28.0,0,56,0,0,29,29,56,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
87,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.899127146189334,37,False,0.341577903091061,3.875,0,0,31,3,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
88,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8639897865569126,37,False,0.5336805555555556,2.9,0,0,29,3,8,10,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
89,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,31,2.873800201765734,37,False,0.4551079274763485,3.875,0,0,31,2,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
90,True,0,0.0,False,0,0.0,False,12,4.0,False,3,0.25,True,0,0.0,0.0,26,11,2.5141369293352893,13,False,1.0625,4.0,3,3,9,3,5,6,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
91,True,0,0.0,False,11,5.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,22,10,2.6825070656623704,11,False,0.6313131313131313,5.5,0,11,0,0,6,6,11,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
92,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.729804699899781,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
93,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.6904572278597083,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
94,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7427437137355155,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
95,True,0,0.0,False,0,0.0,False,12,0.631578947368421,False,19,1.5833333333333333,True,0,0.0,0.0,58,26,2.8283314971581204,29,False,0.5537280701754386,1.5833333333333333,19,19,7,19,7,9,19,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
96,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.7151767156102866,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
97,True,0,0.0,False,0,0.0,False,12,0.6,False,20,1.6666666666666667,False,0,0.0,0.0,60,27,2.85240723011049,30,False,0.5666666666666667,1.6666666666666667,20,20,8,20,7,10,20,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
98,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7293056657538557,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
99,True,0,0.0,False,0,0.0,False,36,7.2,False,0,0.0,False,0,0.0,5.0,78,32,2.8997232700886615,39,False,0.7330229419703104,7.2,0,0,36,0,9,11,36,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
100,True,40,1.6666666666666667,False,0,0.0,False,0,0.0,False,0,0.0,False,0,0.0,24.0,124,43,2.942393195333619,62,False,0.15181555138408426,1.6666666666666667,40,0,0,0,13,15,40,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
101,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.86712597955524,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
102,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.88937718663843,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
103,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.8634234062304276,37,False,0.45508008008008016,3.875,0,0,31,3,9,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
104,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.77944002329923,25,False,0.5125,1.25,15,15,3,15,7,9,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
105,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.741417858255956,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
