,simple_polytope,p3,temperature(p3),p3_odd,p4,temperature(p4),p4_odd,p5,temperature(p5),p5_odd,p6,temperature(p6),p6_odd,p7,temperature(p7),sum(pk_for_k>7),n,independence_number,second_largest_adjacency_eigenvalue,matching_number,claw_free,avg(temperature),max(temperature),|p3 - p6|,|p4 - p6|,|p5 - p6|,|p6 - p7|,rad,diam,max(pk),fullerene,p3>0,p4>0,p5>0,p6>0,p3>p4,p4>p5,p5>p6,p6>p7,sum(pk_for_k>7)>(p3+p4+p5+p6+p7),sum(pk_for_k>7)<(p3+p4+p5+p6+p7),perfect_matching,p3<p4,p4<p5,p5<p6,p6<p7
213,True,0,0.0,False,117,58.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,234,116,2.997116741128301,117,False,0.5088442958008176,58.5,0,117,0,0,59,59,117,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
214,True,0,0.0,False,103,51.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,206,102,2.996279934319795,103,False,0.5100932423339422,51.5,0,103,0,0,52,52,103,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
215,True,0,0.0,False,102,51.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,204,102,2.9962066574741026,102,False,0.5101960784313726,51.0,0,102,0,0,52,52,102,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
216,True,0,0.0,False,116,58.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,232,116,2.99706682770225,116,False,0.5089231699939504,58.0,0,116,0,0,59,59,116,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
217,True,0,0.0,False,61,30.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,122,60,2.9893997512291812,61,False,0.517504862461795,30.5,0,61,0,0,31,31,61,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
218,True,0,0.0,False,0,0.0,False,14,2.0,False,6,0.4,False,0,0.0,1.0,38,16,2.6844157591561606,19,False,0.40833333333333327,2.0,6,6,8,6,6,7,14,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
219,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7191574874332165,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
220,True,0,0.0,False,75,37.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,150,74,2.9929857184990176,75,False,0.5140639269406392,37.5,0,75,0,0,38,38,75,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
221,True,0,0.0,False,89,44.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,178,88,2.995018050301547,89,False,0.5117525506909466,44.5,0,89,0,0,45,45,89,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
222,True,0,0.0,False,0,0.0,False,12,1.7142857142857142,False,7,0.5833333333333334,True,0,0.0,0.0,34,14,2.6510938334226477,17,False,0.5744047619047619,1.7142857142857142,7,7,5,7,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
223,True,0,0.0,False,0,0.0,False,12,0.75,False,16,1.3333333333333333,False,0,0.0,0.0,52,23,2.7982859279629264,26,False,0.5208333333333333,1.3333333333333333,16,16,4,16,7,9,16,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
224,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.8682331355973547,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
225,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8889542650850064,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
226,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,2,0.05405405405405406,6.0,74,31,2.898630132667965,37,False,0.4551079274763485,3.875,0,0,31,2,8,11,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
227,True,0,0.0,False,12,0.8571428571428571,False,0,0.0,False,8,0.4444444444444444,False,0,0.0,6.0,48,24,2.7320508075688816,24,False,0.2669312169312169,0.8571428571428571,8,4,8,8,9,9,12,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False
228,True,0,0.0,False,0,0.0,False,31,3.875,True,0,0.0,False,3,0.08333333333333333,5.0,74,30,2.8633579966641305,37,False,0.45508008008008016,3.875,0,0,31,3,8,10,31,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
229,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7609220437967834,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
230,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.753370938305598,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
231,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.767281318072352,22,False,0.5,1.0,12,12,0,12,6,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
232,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.7168862103397027,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
233,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.774479741399411,22,False,0.5,1.0,12,12,0,12,6,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
234,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7827467330711193,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
235,True,7,0.7,True,0,0.0,False,2,0.13333333333333333,False,6,0.5454545454545454,False,0,0.0,2.0,30,12,2.764078201372084,15,False,0.15037878787878786,0.7,1,6,4,6,7,7,7,False,True,False,True,True,True,False,False,True,False,True,True,False,True,True,False
236,True,2,0.25,False,2,0.25,False,4,0.6666666666666666,False,0,0.0,False,2,0.25,0.0,16,6,2.6463428079069513,8,False,0.2833333333333333,0.6666666666666666,2,2,4,2,3,5,4,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True
237,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.880775955113792,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
238,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.906539058844931,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
239,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7626362496112282,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
240,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6932879178661144,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
241,True,0,0.0,False,0,0.0,False,12,0.631578947368421,False,19,1.5833333333333333,True,0,0.0,0.0,58,26,2.844793131622657,29,False,0.5537280701754386,1.5833333333333333,19,19,7,19,7,10,19,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
242,True,0,0.0,False,90,45.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,180,90,2.9951281005196537,90,False,0.5116161616161616,45.0,0,90,0,0,46,46,90,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
243,True,0,0.0,False,0,0.0,False,14,0.6086956521739131,False,21,1.3125,True,2,0.05714285714285714,0.0,70,30,2.832088619404224,35,False,0.39566770186335404,1.3125,21,21,7,19,9,9,21,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
244,True,0,0.0,False,122,61.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,244,122,2.9973481797696553,122,False,0.5084699453551912,61.0,0,122,0,0,62,62,122,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
245,True,0,0.0,False,84,42.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,168,84,2.9944075943623605,84,False,0.5124854819976772,42.0,0,84,0,0,43,43,84,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
246,True,0,0.0,False,78,39.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,156,78,2.9935146162684263,78,False,0.5134952766531714,39.0,0,78,0,0,40,40,78,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
247,True,0,0.0,False,79,39.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,158,78,2.9936776780293957,79,False,0.5133157981259246,39.5,0,79,0,0,40,40,79,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
248,True,0,0.0,False,123,61.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,246,122,2.997391114178463,123,False,0.5083988443190217,61.5,0,123,0,0,62,62,123,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
249,True,0,0.0,False,85,42.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,170,84,2.9945383467715834,85,False,0.5123316796598157,42.5,0,85,0,0,43,43,85,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
250,True,0,0.0,False,91,45.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,182,90,2.9952345446025004,91,False,0.5114828991233485,45.5,0,91,0,0,46,46,91,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
251,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,21,2.722589137518916,25,False,0.5125,1.25,15,15,3,15,7,8,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
252,True,0,0.0,False,0,0.0,False,12,0.631578947368421,False,19,1.5833333333333333,True,0,0.0,0.0,58,26,2.845562427293858,29,False,0.5537280701754386,1.5833333333333333,19,19,7,19,7,10,19,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
253,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.693871652420303,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
254,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6938368425544263,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
255,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8769354252345214,37,False,0.5336805555555556,2.9,0,0,29,3,8,10,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
256,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.8760881982332482,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
257,True,3,0.5,True,1,0.125,True,3,0.5,True,0,0.0,False,2,0.2857142857142857,0.0,14,5,2.4857308398412767,7,False,0.28214285714285714,0.5,3,1,3,2,3,4,3,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True
258,True,5,0.625,True,0,0.0,False,2,0.18181818181818182,False,4,0.4444444444444444,False,0,0.0,2.0,22,9,2.5910367969381594,11,False,0.20256132756132755,0.625,1,4,2,4,5,5,5,False,True,False,True,True,True,False,False,True,False,True,True,False,True,True,False
259,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7867023302568468,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,6,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
260,True,0,0.0,False,0,0.0,False,12,1.0,False,12,1.0,False,0,0.0,0.0,44,19,2.7372855959133204,22,False,0.5,1.0,12,12,0,12,7,8,12,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False
261,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.72738554778826,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
262,True,0,0.0,False,0,0.0,False,12,0.8,False,15,1.25,True,0,0.0,0.0,50,22,2.770490041370968,25,False,0.5125,1.25,15,15,3,15,7,8,15,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
263,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.7392493681145402,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
264,True,2,0.25,False,2,0.25,False,5,1.0,True,0,0.0,False,0,0.0,1.0,16,6,2.6418350989269075,8,False,0.23015873015873017,1.0,2,2,5,0,3,5,5,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False
265,True,3,0.5,True,0,0.0,False,3,0.5,True,3,0.5,True,0,0.0,0.0,14,6,2.1986912435160013,7,False,0.375,0.5,0,3,0,3,4,4,3,False,True,False,True,True,True,False,False,True,False,True,True,False,True,False,False
266,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,2,0.05405405405405406,7.0,74,31,2.88604763853589,37,False,0.4494401698349067,3.3333333333333335,0,0,30,2,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
267,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8962642587493446,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
268,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,2,0.05405405405405406,7.0,74,31,2.866781433345617,37,False,0.4494401698349067,3.3333333333333335,0,0,30,2,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
269,True,0,0.0,False,0,0.0,False,12,1.3333333333333333,False,9,0.75,True,0,0.0,0.0,38,16,2.668522980243796,19,False,0.5208333333333333,1.3333333333333333,9,9,3,9,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
270,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.766674390782244,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
271,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.690235748524261,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
272,True,0,0.0,False,87,43.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,174,86,2.994786463035906,87,False,0.5120351588911427,43.5,0,87,0,0,44,44,87,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
273,True,0,0.0,False,121,60.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,242,120,2.997304176797654,121,False,0.5085422598791584,60.5,0,121,0,0,61,61,121,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
274,True,0,0.0,False,0,0.0,False,12,0.10619469026548672,False,113,9.416666666666666,True,0,0.0,0.0,246,118,2.961622270844073,123,False,2.380715339233038,9.416666666666666,113,113,101,113,15,21,113,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
275,True,0,0.0,False,93,46.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,186,92,2.995437229360149,93,False,0.511225333805979,46.5,0,93,0,0,47,47,93,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
276,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7008854754502827,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
277,True,0,0.0,False,118,59.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,236,118,2.99716539135354,118,False,0.5087668030391584,59.0,0,118,0,0,60,60,118,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
278,True,0,0.0,False,119,59.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,238,118,2.9972128206430693,119,False,0.5086906557494792,59.5,0,119,0,0,60,60,119,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
279,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.7172249002907147,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
280,True,0,0.0,False,0,0.0,False,22,1.1578947368421053,False,15,0.5769230769230769,True,0,0.0,4.0,78,34,2.894576206505094,39,False,0.26248313090418357,1.1578947368421053,15,15,7,15,8,11,22,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
281,True,0,0.0,False,92,46.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,184,92,2.9953375383810816,92,False,0.5113526570048309,46.0,0,92,0,0,47,47,92,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
282,True,0,0.0,False,86,43.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,172,86,2.994664567327117,86,False,0.5121816168327796,43.0,0,86,0,0,44,44,86,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
283,True,0,0.0,False,120,60.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,240,120,2.9972590695091452,120,False,0.5086158192090395,60.0,0,120,0,0,61,61,120,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
284,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6938934609377165,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
285,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,21,2.7419308867856422,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
286,True,0,0.0,False,0,0.0,False,12,1.5,False,8,0.6666666666666666,False,0,0.0,0.0,36,15,2.631756656898626,18,False,0.5416666666666666,1.5,8,8,4,8,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
287,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.9037703469808753,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
288,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8958122513779387,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
289,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.8926910605140086,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,7,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
290,True,2,0.3333333333333333,False,1,0.14285714285714285,True,4,1.0,False,1,0.14285714285714285,True,0,0.0,0.0,12,5,2.1700864866260345,6,False,0.40476190476190477,1.0,1,0,3,1,3,4,4,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False
291,True,3,0.42857142857142855,True,2,0.25,False,3,0.42857142857142855,True,0,0.0,False,1,0.1111111111111111,1.0,16,6,2.5585124878724956,8,False,0.18990929705215423,0.42857142857142855,3,2,3,1,4,5,3,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True
292,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.7536043314881296,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,6,8,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
293,True,0,0.0,False,0,0.0,False,12,0.9230769230769231,False,13,1.0833333333333333,True,0,0.0,0.0,46,20,2.7304467672547426,23,False,0.5016025641025641,1.0833333333333333,13,13,1,13,7,8,13,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
294,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.7930271844149432,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,9,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
295,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.711297033084328,20,False,0.5083333333333333,1.2,10,10,2,10,6,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
296,True,0,0.0,False,1,0.020833333333333332,True,34,2.2666666666666666,False,0,0.0,False,4,0.08888888888888889,10.0,94,40,2.9121141739591234,47,False,0.43879985754985756,2.2666666666666666,0,1,34,4,9,12,34,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
297,True,4,0.8,False,0,0.0,False,2,0.2857142857142857,False,1,0.125,True,2,0.2857142857142857,0.0,14,5,2.400290901463084,7,False,0.29928571428571427,0.8,3,1,1,1,3,4,4,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True
298,True,0,0.0,False,0,0.0,False,14,7.0,False,0,0.0,False,2,0.14285714285714285,0.0,28,11,2.5622421886573,14,False,1.4285714285714286,7.0,0,0,14,2,6,6,14,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
299,True,0,0.0,False,0,0.0,False,29,2.9,True,0,0.0,False,3,0.08333333333333333,7.0,74,31,2.8967660037404497,37,False,0.5336805555555556,2.9,0,0,29,3,8,11,29,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
300,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.86426864131192,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,9,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
301,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,31,2.886555212322405,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,11,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
302,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6651512242282007,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
303,True,0,0.0,False,0,0.0,False,12,0.8571428571428571,False,14,1.1666666666666667,False,0,0.0,0.0,48,21,2.743016272386226,24,False,0.5059523809523809,1.1666666666666667,14,14,2,14,7,8,14,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False
304,True,0,0.0,False,12,1.2,False,0,0.0,False,1,0.047619047619047616,True,6,0.375,3.0,40,19,2.8107437301926197,20,False,0.29675229741019216,1.2,1,11,1,5,5,8,12,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,True
305,True,0,0.0,False,124,62.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,248,124,2.9974330143421115,124,False,0.5083289264939186,62.0,0,124,0,0,63,63,124,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
306,True,0,0.0,False,82,41.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,164,82,2.9941316023674833,82,False,0.5128048780487805,41.0,0,82,0,0,42,42,82,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
307,True,0,0.0,False,96,48.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,192,96,2.995717846477198,96,False,0.5108599290780143,48.0,0,96,0,0,49,49,96,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
308,True,0,0.0,False,0,0.0,False,25,1.6666666666666667,True,10,0.3333333333333333,False,0,0.0,5.0,76,33,2.9088988179977076,38,False,0.3048160942897785,1.6666666666666667,10,10,15,10,7,11,25,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
309,True,0,0.0,False,109,54.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,218,108,2.996678100565827,109,False,0.5095172768584413,54.5,0,109,0,0,55,55,109,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
310,True,0,0.0,False,108,54.0,False,0,0.0,False,0,0.0,False,0,0.0,2.0,216,108,2.996616316542536,108,False,0.5096086652690426,54.0,0,108,0,0,55,55,108,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
311,True,0,0.0,False,97,48.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,194,96,2.9958056524754384,97,False,0.5107433532284319,48.5,0,97,0,0,49,49,97,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
312,True,0,0.0,False,0,0.0,False,25,1.6666666666666667,True,11,0.3793103448275862,True,0,0.0,4.0,76,32,2.8996888537008303,38,False,0.21498906417236724,1.6666666666666667,11,11,14,11,8,11,25,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
313,True,0,0.0,False,125,62.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,250,124,2.9974739132120383,125,False,0.508260162601626,62.5,0,125,0,0,63,63,125,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
314,True,0,0.0,False,83,41.5,True,0,0.0,False,0,0.0,False,0,0.0,2.0,166,82,2.994272090559312,83,False,0.512643165253607,41.5,0,83,0,0,42,42,83,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False
315,True,1,0.07692307692307693,True,3,0.2727272727272727,True,6,0.75,False,1,0.07692307692307693,True,3,0.2727272727272727,0.0,24,10,2.4637851828204917,12,False,0.2898601398601398,0.75,0,2,5,2,5,5,6,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True
316,True,0,0.0,False,0,0.0,False,12,1.0909090909090908,False,11,0.9166666666666666,True,0,0.0,0.0,42,18,2.714735155114309,21,False,0.5018939393939393,1.0909090909090908,11,11,1,11,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
317,True,0,0.0,False,0,0.0,False,12,1.2,False,10,0.8333333333333334,False,0,0.0,0.0,40,17,2.6637648077907805,20,False,0.5083333333333333,1.2,10,10,2,10,7,7,12,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False
318,True,0,0.0,False,0,0.0,False,30,3.3333333333333335,False,0,0.0,False,3,0.08333333333333333,6.0,74,30,2.868830386741834,37,False,0.3988934755188625,3.3333333333333335,0,0,30,3,8,10,30,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True
