,first_disk_embedded,first_disk_t_bundle,second_disk_embedded,second_disk_t_bundle,length_first_disk,length_second_disk,length_third_disk,length_fourth_disk,length_fifth_disk,length_sixth_disk,N,fake_surface
937,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
938,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
939,False,True,False,True,15,4,3.0,1.0,1.0,,17,True
940,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
941,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
942,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
943,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
944,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
945,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
946,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
947,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
948,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
949,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
950,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
951,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
952,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
953,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
954,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
955,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
956,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
957,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
958,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
959,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
960,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
961,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
962,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
963,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
964,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
965,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
966,False,False,False,False,15,4,3.0,1.0,1.0,,17,True
967,False,True,False,False,15,4,3.0,1.0,1.0,,17,True
968,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
969,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
970,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
971,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
972,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
973,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
974,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
975,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
976,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
977,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
978,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
979,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
980,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
981,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
982,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
983,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
984,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
985,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
986,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
987,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
988,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
989,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
990,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
991,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
992,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
993,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
994,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
995,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
996,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
997,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
998,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
999,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1000,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1001,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1002,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1003,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1004,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1005,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1006,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1007,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1008,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1009,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
1010,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
1011,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1012,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1013,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1014,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1015,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
1016,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
1017,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1018,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1019,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1020,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
1021,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
1022,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1023,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
1024,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
1025,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
1026,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
1027,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1028,False,False,False,True,16,5,1.0,1.0,1.0,,17,True
1029,False,True,False,False,16,5,1.0,1.0,1.0,,17,True
1030,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1031,False,False,False,False,16,5,1.0,1.0,1.0,,17,True
1032,False,True,False,True,16,5,1.0,1.0,1.0,,17,True
1033,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1034,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1035,False,False,True,False,18,3,1.0,1.0,1.0,,17,True
1036,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1037,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1038,False,True,True,False,18,3,1.0,1.0,1.0,,17,True
1039,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1040,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1041,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1042,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1043,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1044,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1045,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1046,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1047,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1048,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1049,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1050,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1051,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1052,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1053,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1054,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1055,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1056,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1057,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1058,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1059,False,False,True,False,18,3,1.0,1.0,1.0,,17,True
1060,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1061,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1062,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1063,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1064,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1065,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1066,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1067,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1068,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1069,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1070,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1071,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1072,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1073,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1074,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1075,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1076,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1077,False,True,True,False,18,3,1.0,1.0,1.0,,17,True
1078,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1079,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1080,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1081,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1082,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1083,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1084,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1085,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1086,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1087,False,False,True,False,18,3,1.0,1.0,1.0,,17,True
1088,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1089,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1090,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1091,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1092,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1093,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1094,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1095,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1096,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1097,False,True,True,False,18,3,1.0,1.0,1.0,,17,True
1098,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1099,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1100,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1101,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1102,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1103,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1104,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1105,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1106,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1107,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1108,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1109,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1110,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1111,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1112,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1113,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1114,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1115,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1116,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1117,False,False,True,False,18,3,1.0,1.0,1.0,,17,True
1118,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1119,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1120,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1121,False,True,True,False,18,3,1.0,1.0,1.0,,17,True
1122,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1123,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1124,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1125,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1126,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1127,False,True,True,False,18,3,1.0,1.0,1.0,,17,True
1128,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1129,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1130,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1131,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1132,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1133,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1134,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1135,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1136,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1137,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1138,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1139,False,False,True,True,18,3,1.0,1.0,1.0,,17,True
1140,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1141,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1142,False,True,False,False,18,3,1.0,1.0,1.0,,17,True
1143,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1144,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1145,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1146,False,False,True,False,18,3,1.0,1.0,1.0,,17,True
1147,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1148,False,False,False,True,18,3,1.0,1.0,1.0,,17,True
1149,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1150,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1151,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1152,False,True,False,True,18,3,1.0,1.0,1.0,,17,True
1153,False,True,True,True,18,3,1.0,1.0,1.0,,17,True
1154,False,False,False,False,18,3,1.0,1.0,1.0,,17,True
1155,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1156,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1157,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1158,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1159,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1160,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1161,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1162,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1163,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1164,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1165,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1166,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1167,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1168,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1169,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1170,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1171,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1172,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1173,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1174,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1175,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1176,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1177,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1178,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1179,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1180,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1181,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1182,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1183,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1184,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1185,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1186,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1187,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1188,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1189,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1190,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1191,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1192,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1193,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1194,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1195,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1196,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1197,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1198,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1199,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1200,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1201,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1202,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1203,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1204,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1205,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1206,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1207,False,True,False,False,17,4,1.0,1.0,1.0,,17,True
1208,False,False,False,True,17,4,1.0,1.0,1.0,,17,True
1209,False,True,False,True,17,4,1.0,1.0,1.0,,17,True
1210,False,False,False,False,17,4,1.0,1.0,1.0,,17,True
1211,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1212,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1213,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1214,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1215,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1216,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1217,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1218,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1219,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1220,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1221,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1222,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1223,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1224,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1225,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1226,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1227,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1228,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1229,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1230,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1231,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1232,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1233,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1234,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1235,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1236,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1237,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1238,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1239,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1240,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1241,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1242,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1243,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1244,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1245,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1246,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1247,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1248,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1249,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1250,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1251,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1252,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1253,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1254,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1255,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1256,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1257,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1258,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1259,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1260,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1261,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1262,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1263,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1264,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1265,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1266,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1267,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1268,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1269,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1270,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1271,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1272,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1273,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1274,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1275,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1276,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1277,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1278,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1279,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1280,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1281,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1282,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1283,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1284,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1285,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1286,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1287,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1288,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1289,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1290,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1291,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1292,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1293,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1294,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1295,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1296,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1297,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1298,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1299,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1300,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1301,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1302,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1303,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1304,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1305,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1306,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1307,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1308,False,True,True,True,19,2,1.0,1.0,1.0,,17,True
1309,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1310,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1311,False,True,True,False,19,2,1.0,1.0,1.0,,17,True
1312,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1313,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1314,False,False,True,False,19,2,1.0,1.0,1.0,,17,True
1315,False,False,True,True,19,2,1.0,1.0,1.0,,17,True
1316,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1317,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1318,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1319,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
1320,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1321,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1322,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
1323,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1324,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1325,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1326,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1327,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1328,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1329,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1330,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
1331,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1332,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1333,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1334,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1335,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
1336,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
1337,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1338,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1339,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1340,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1341,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1342,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1343,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1344,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
1345,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1346,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1347,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1348,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1349,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1350,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
1351,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
1352,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1353,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
1354,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
1355,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1356,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1357,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1358,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1359,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1360,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
1361,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1362,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1363,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1364,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1365,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1366,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
1367,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
1368,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1369,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
1370,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
1371,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
1372,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
