,first_disk_embedded,first_disk_t_bundle,second_disk_embedded,second_disk_t_bundle,length_first_disk,length_second_disk,length_third_disk,length_fourth_disk,length_fifth_disk,length_sixth_disk,N,fake_surface
3032,False,False,True,False,18,2,2.0,1.0,1.0,,17,True
3033,False,True,False,True,12,7,2.0,2.0,1.0,,17,True
3034,False,True,False,True,12,7,2.0,2.0,1.0,,17,True
3035,False,True,False,True,12,7,2.0,2.0,1.0,,17,True
3036,False,False,False,True,12,7,2.0,2.0,1.0,,17,True
3037,False,False,False,True,12,7,2.0,2.0,1.0,,17,True
3038,False,False,False,False,12,7,2.0,2.0,1.0,,17,True
3039,False,True,False,True,12,7,2.0,2.0,1.0,,17,True
3040,False,False,False,True,12,7,2.0,2.0,1.0,,17,True
3041,False,False,False,False,12,7,2.0,2.0,1.0,,17,True
3042,False,False,False,True,12,7,2.0,2.0,1.0,,17,True
3043,False,True,False,True,9,8,5.0,1.0,1.0,,17,True
3044,False,False,False,True,9,8,5.0,1.0,1.0,,17,True
3045,False,True,False,False,9,8,5.0,1.0,1.0,,17,True
3046,False,False,False,False,9,8,5.0,1.0,1.0,,17,True
3047,False,True,False,False,9,8,5.0,1.0,1.0,,17,True
3048,False,False,False,False,9,8,5.0,1.0,1.0,,17,True
3049,False,False,False,True,9,8,5.0,1.0,1.0,,17,True
3050,False,True,False,True,9,8,5.0,1.0,1.0,,17,True
3051,False,True,False,True,9,8,5.0,1.0,1.0,,17,True
3052,False,True,False,False,9,8,5.0,1.0,1.0,,17,True
3053,False,False,False,False,9,8,5.0,1.0,1.0,,17,True
3054,False,True,False,False,9,8,5.0,1.0,1.0,,17,True
3055,False,True,False,False,9,8,5.0,1.0,1.0,,17,True
3056,False,True,False,False,9,8,5.0,1.0,1.0,,17,True
3057,False,False,False,False,9,8,5.0,1.0,1.0,,17,True
3058,False,True,False,True,9,8,5.0,1.0,1.0,,17,True
3059,False,False,False,False,9,8,5.0,1.0,1.0,,17,True
3060,False,False,False,True,9,8,5.0,1.0,1.0,,17,True
3061,False,False,False,False,10,7,5.0,1.0,1.0,,17,True
3062,False,False,False,True,10,7,5.0,1.0,1.0,,17,True
3063,False,True,False,True,10,7,5.0,1.0,1.0,,17,True
3064,False,False,False,True,10,7,5.0,1.0,1.0,,17,True
3065,False,False,False,True,10,7,5.0,1.0,1.0,,17,True
3066,False,False,False,False,10,7,5.0,1.0,1.0,,17,True
3067,False,False,False,True,10,7,5.0,1.0,1.0,,17,True
3068,False,True,False,True,10,7,5.0,1.0,1.0,,17,True
3069,False,True,False,True,11,8,2.0,2.0,1.0,,17,True
3070,False,True,False,False,11,8,2.0,2.0,1.0,,17,True
3071,False,True,False,False,11,8,2.0,2.0,1.0,,17,True
3072,False,False,False,True,11,8,2.0,2.0,1.0,,17,True
3073,False,True,False,False,11,8,2.0,2.0,1.0,,17,True
3074,False,False,False,False,11,8,2.0,2.0,1.0,,17,True
3075,False,False,False,True,11,8,2.0,2.0,1.0,,17,True
3076,False,True,False,True,11,8,2.0,2.0,1.0,,17,True
3077,False,True,False,True,11,8,2.0,2.0,1.0,,17,True
3078,False,False,False,True,11,8,2.0,2.0,1.0,,17,True
3079,False,True,False,True,11,8,2.0,2.0,1.0,,17,True
3080,False,True,False,False,11,8,2.0,2.0,1.0,,17,True
3081,False,False,False,False,11,8,2.0,2.0,1.0,,17,True
3082,False,False,False,True,11,8,2.0,2.0,1.0,,17,True
3083,False,True,False,True,11,8,2.0,2.0,1.0,,17,True
3084,False,True,False,True,11,8,2.0,2.0,1.0,,17,True
3085,False,True,False,False,10,6,5.0,2.0,1.0,,17,True
3086,False,False,False,False,10,6,5.0,2.0,1.0,,17,True
3087,False,False,False,True,10,6,5.0,2.0,1.0,,17,True
3088,False,False,False,False,10,6,5.0,2.0,1.0,,17,True
3089,False,False,False,True,10,6,5.0,2.0,1.0,,17,True
3090,False,False,False,False,10,6,5.0,2.0,1.0,,17,True
3091,False,False,False,False,8,8,5.0,2.0,1.0,,17,True
3092,False,True,False,False,8,8,5.0,2.0,1.0,,17,True
3093,False,True,False,False,8,8,5.0,2.0,1.0,,17,True
3094,False,False,False,True,8,8,5.0,2.0,1.0,,17,True
3095,False,False,False,False,8,8,5.0,2.0,1.0,,17,True
3096,False,True,False,True,8,8,5.0,2.0,1.0,,17,True
3097,False,True,False,False,8,8,5.0,2.0,1.0,,17,True
3098,False,True,False,True,8,8,5.0,2.0,1.0,,17,True
3099,False,True,False,False,11,6,4.0,2.0,1.0,,17,True
3100,False,True,False,True,11,6,4.0,2.0,1.0,,17,True
3101,False,True,False,False,11,6,4.0,2.0,1.0,,17,True
3102,False,False,False,True,11,6,4.0,2.0,1.0,,17,True
3103,False,False,False,False,11,6,4.0,2.0,1.0,,17,True
3104,False,False,False,True,11,6,4.0,2.0,1.0,,17,True
3105,False,False,False,False,11,6,4.0,2.0,1.0,,17,True
3106,False,True,False,False,11,6,4.0,2.0,1.0,,17,True
3107,False,False,False,False,11,6,4.0,2.0,1.0,,17,True
3108,False,False,False,True,11,6,4.0,2.0,1.0,,17,True
3109,False,False,False,False,11,6,4.0,2.0,1.0,,17,True
3110,False,True,False,False,11,6,4.0,2.0,1.0,,17,True
3111,False,True,False,True,11,6,4.0,2.0,1.0,,17,True
3112,False,False,False,False,11,6,4.0,2.0,1.0,,17,True
3113,False,True,False,False,11,7,4.0,1.0,1.0,,17,True
3114,False,True,False,True,11,7,4.0,1.0,1.0,,17,True
3115,False,True,False,True,11,7,4.0,1.0,1.0,,17,True
3116,False,True,False,False,11,7,4.0,1.0,1.0,,17,True
3117,False,False,False,True,8,7,6.0,2.0,1.0,,17,True
3118,False,False,False,True,8,7,6.0,2.0,1.0,,17,True
3119,False,True,False,True,8,7,6.0,2.0,1.0,,17,True
3120,False,True,False,True,8,7,6.0,2.0,1.0,,17,True
3121,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3122,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3123,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3124,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3125,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3126,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3127,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3128,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3129,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3130,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3131,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3132,False,False,False,False,10,10,2.0,1.0,1.0,,17,True
3133,False,False,False,True,10,10,2.0,1.0,1.0,,17,True
3134,False,False,False,False,10,10,2.0,1.0,1.0,,17,True
3135,False,False,False,False,11,6,5.0,1.0,1.0,,17,True
3136,False,True,False,False,11,6,5.0,1.0,1.0,,17,True
3137,False,True,False,False,11,6,5.0,1.0,1.0,,17,True
3138,False,True,False,True,11,6,5.0,1.0,1.0,,17,True
3139,False,False,False,False,11,6,5.0,1.0,1.0,,17,True
3140,False,True,False,False,11,6,5.0,1.0,1.0,,17,True
3141,False,False,True,False,16,4,2.0,1.0,1.0,,17,True
3142,False,True,True,False,16,4,2.0,1.0,1.0,,17,True
3143,False,False,True,False,16,4,2.0,1.0,1.0,,17,True
3144,False,False,False,True,9,7,6.0,1.0,1.0,,17,True
3145,False,False,False,True,9,7,6.0,1.0,1.0,,17,True
3146,False,False,False,True,9,5,5.0,4.0,1.0,,17,True
3147,False,True,False,False,9,6,6.0,2.0,1.0,,17,True
3148,False,False,False,False,9,6,6.0,2.0,1.0,,17,True
3149,False,True,False,False,8,6,5.0,4.0,1.0,,17,True
3150,False,True,False,False,8,6,5.0,4.0,1.0,,17,True
3151,False,False,False,True,8,6,5.0,4.0,1.0,,17,True
3152,False,True,False,True,8,6,5.0,4.0,1.0,,17,True
3153,False,True,False,False,8,6,5.0,4.0,1.0,,17,True
3154,False,True,False,True,8,6,5.0,4.0,1.0,,17,True
3155,False,True,False,True,8,6,5.0,4.0,1.0,,17,True
3156,False,False,False,False,8,6,5.0,4.0,1.0,,17,True
3157,False,False,False,True,8,6,5.0,4.0,1.0,,17,True
3158,False,False,False,False,10,5,5.0,2.0,2.0,,17,True
3159,False,True,False,False,10,5,5.0,2.0,2.0,,17,True
3160,False,True,False,False,10,5,5.0,2.0,2.0,,17,True
3161,False,False,False,False,10,5,5.0,2.0,2.0,,17,True
3162,False,False,False,True,12,5,5.0,1.0,1.0,,17,True
3163,False,True,False,True,12,5,5.0,1.0,1.0,,17,True
3164,False,True,False,True,12,5,5.0,1.0,1.0,,17,True
3165,False,False,False,True,12,5,5.0,1.0,1.0,,17,True
3166,False,True,False,True,12,5,5.0,1.0,1.0,,17,True
3167,False,True,False,True,12,5,5.0,1.0,1.0,,17,True
3168,False,True,False,True,12,5,5.0,1.0,1.0,,17,True
3169,False,False,False,False,12,5,5.0,1.0,1.0,,17,True
3170,False,False,False,False,12,5,5.0,1.0,1.0,,17,True
3171,False,True,False,True,12,5,5.0,1.0,1.0,,17,True
3172,False,False,False,True,10,9,2.0,2.0,1.0,,17,True
3173,False,False,False,False,10,9,2.0,2.0,1.0,,17,True
3174,False,False,False,True,10,9,2.0,2.0,1.0,,17,True
3175,False,False,False,True,10,9,2.0,2.0,1.0,,17,True
3176,False,True,False,False,10,9,2.0,2.0,1.0,,17,True
3177,False,False,False,False,10,9,2.0,2.0,1.0,,17,True
3178,False,False,False,False,10,9,2.0,2.0,1.0,,17,True
3179,False,False,False,False,10,9,2.0,2.0,1.0,,17,True
3180,False,False,False,True,10,9,2.0,2.0,1.0,,17,True
3181,False,False,False,False,10,9,2.0,2.0,1.0,,17,True
3182,False,True,False,False,10,8,4.0,1.0,1.0,,17,True
3183,False,False,False,False,10,8,4.0,1.0,1.0,,17,True
3184,False,False,False,False,10,8,4.0,1.0,1.0,,17,True
3185,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3186,False,False,False,True,12,6,4.0,1.0,1.0,,17,True
3187,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3188,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3189,False,True,False,False,12,6,4.0,1.0,1.0,,17,True
3190,False,False,False,False,9,8,4.0,2.0,1.0,,17,True
3191,False,False,False,True,9,8,4.0,2.0,1.0,,17,True
3192,False,True,False,False,7,6,6.0,4.0,1.0,,17,True
3193,False,True,False,True,7,6,6.0,4.0,1.0,,17,True
3194,False,True,False,False,10,6,6.0,1.0,1.0,,17,True
3195,False,False,False,False,10,6,6.0,1.0,1.0,,17,True
3196,False,True,False,False,9,6,5.0,2.0,2.0,,17,True
3197,False,True,False,True,9,6,5.0,2.0,2.0,,17,True
3198,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3199,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3200,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3201,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3202,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3203,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3204,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3205,False,True,False,True,14,4,4.0,1.0,1.0,,17,True
3206,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3207,False,True,False,True,14,4,4.0,1.0,1.0,,17,True
3208,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3209,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3210,False,True,True,False,14,4,4.0,1.0,1.0,,17,True
3211,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3212,False,False,False,True,14,4,4.0,1.0,1.0,,17,True
3213,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3214,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3215,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3216,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3217,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3218,False,True,False,False,14,4,4.0,1.0,1.0,,17,True
3219,False,False,False,False,14,4,4.0,1.0,1.0,,17,True
3220,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3221,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3222,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3223,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3224,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3225,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3226,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3227,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3228,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3229,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3230,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3231,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3232,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3233,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3234,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3235,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3236,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3237,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3238,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3239,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3240,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3241,False,True,False,True,14,6,2.0,1.0,1.0,,17,True
3242,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3243,False,False,False,True,14,6,2.0,1.0,1.0,,17,True
3244,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3245,False,False,False,False,14,6,2.0,1.0,1.0,,17,True
3246,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3247,False,True,False,False,14,6,2.0,1.0,1.0,,17,True
3248,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3249,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3250,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3251,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3252,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3253,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3254,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3255,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3256,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3257,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3258,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3259,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3260,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3261,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3262,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3263,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3264,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3265,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3266,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3267,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3268,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3269,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3270,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3271,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3272,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3273,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3274,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3275,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3276,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3277,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3278,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3279,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3280,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3281,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3282,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3283,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3284,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3285,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3286,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3287,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3288,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3289,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3290,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3291,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3292,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3293,False,True,True,False,17,3,2.0,1.0,1.0,,17,True
3294,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3295,False,False,True,True,17,3,2.0,1.0,1.0,,17,True
3296,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3297,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3298,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3299,False,False,True,False,17,3,2.0,1.0,1.0,,17,True
3300,False,True,True,True,17,3,2.0,1.0,1.0,,17,True
3301,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
3302,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
3303,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3304,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3305,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
3306,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
3307,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3308,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
3309,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3310,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3311,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3312,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3313,False,True,False,True,13,7,2.0,1.0,1.0,,17,True
3314,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3315,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3316,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3317,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
3318,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3319,False,False,False,True,13,7,2.0,1.0,1.0,,17,True
3320,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3321,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3322,False,False,False,False,13,7,2.0,1.0,1.0,,17,True
3323,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3324,False,True,False,False,13,7,2.0,1.0,1.0,,17,True
3325,False,False,False,False,12,4,3.0,3.0,2.0,,17,True
3326,False,True,False,False,12,4,3.0,3.0,2.0,,17,True
3327,False,True,False,False,12,4,3.0,3.0,2.0,,17,True
3328,False,False,False,False,12,4,3.0,3.0,2.0,,17,True
3329,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3330,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3331,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3332,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3333,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3334,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3335,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3336,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3337,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3338,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3339,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3340,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3341,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3342,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3343,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3344,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3345,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3346,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3347,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3348,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3349,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3350,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3351,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3352,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3353,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3354,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3355,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3356,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3357,False,True,False,False,14,5,3.0,1.0,1.0,,17,True
3358,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3359,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3360,False,True,False,True,14,5,3.0,1.0,1.0,,17,True
3361,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3362,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3363,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3364,False,False,False,True,14,5,3.0,1.0,1.0,,17,True
3365,False,False,False,False,14,5,3.0,1.0,1.0,,17,True
3366,False,False,False,False,11,4,4.0,4.0,1.0,,17,True
3367,False,True,False,False,11,4,4.0,4.0,1.0,,17,True
3368,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3369,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
3370,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
3371,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
3372,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
3373,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3374,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3375,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
3376,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3377,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3378,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3379,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
3380,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
3381,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3382,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3383,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3384,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3385,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3386,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3387,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3388,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
3389,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3390,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3391,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3392,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
3393,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3394,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3395,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3396,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3397,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3398,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3399,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3400,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3401,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3402,False,True,False,True,16,4,2.0,1.0,1.0,,17,True
3403,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3404,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3405,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3406,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3407,False,True,False,False,16,4,2.0,1.0,1.0,,17,True
3408,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
3409,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3410,False,False,False,True,16,4,2.0,1.0,1.0,,17,True
3411,False,False,False,False,16,4,2.0,1.0,1.0,,17,True
3412,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3413,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3414,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3415,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3416,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3417,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3418,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3419,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3420,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3421,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3422,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3423,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3424,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3425,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3426,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3427,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3428,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3429,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3430,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3431,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3432,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3433,False,True,False,False,13,5,4.0,1.0,1.0,,17,True
3434,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3435,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3436,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3437,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3438,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3439,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3440,False,False,False,True,13,5,4.0,1.0,1.0,,17,True
3441,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3442,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3443,False,False,False,False,13,5,4.0,1.0,1.0,,17,True
3444,False,True,False,True,13,5,4.0,1.0,1.0,,17,True
3445,False,True,False,True,11,7,3.0,2.0,1.0,,17,True
3446,False,True,False,True,11,7,3.0,2.0,1.0,,17,True
3447,False,False,False,False,11,7,3.0,2.0,1.0,,17,True
3448,False,False,False,True,11,7,3.0,2.0,1.0,,17,True
3449,False,True,False,True,11,7,3.0,2.0,1.0,,17,True
3450,False,True,False,False,11,7,3.0,2.0,1.0,,17,True
3451,False,False,False,False,11,7,3.0,2.0,1.0,,17,True
3452,False,False,False,False,11,7,3.0,2.0,1.0,,17,True
3453,False,False,False,False,11,7,3.0,2.0,1.0,,17,True
3454,False,True,False,False,11,7,3.0,2.0,1.0,,17,True
3455,False,True,False,False,11,7,3.0,2.0,1.0,,17,True
3456,False,True,False,False,11,7,3.0,2.0,1.0,,17,True
3457,False,True,False,False,11,7,3.0,2.0,1.0,,17,True
3458,False,True,False,False,11,7,3.0,2.0,1.0,,17,True
3459,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3460,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3461,False,False,False,True,12,6,4.0,1.0,1.0,,17,True
3462,False,False,False,True,12,6,4.0,1.0,1.0,,17,True
3463,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3464,False,False,False,False,12,6,4.0,1.0,1.0,,17,True
3465,False,False,False,True,12,6,4.0,1.0,1.0,,17,True
